Precinct_Name,Split_Name,precinct_splitId,Reg_voters,Ballots,Reporting,Contest_id,Contest_title,Contest_party,Choice_id,Candidate_name,Choice_party,Candidate_Type,Absentee_votes,Early_votes,Election_Votes
01-Oct,,55,1407,755,1,97,MAUI: Commission: Environmental Management,,233,NO,,C,27,4,92
01-Oct,,55,1407,755,1,98,MAUI: Commission: Annual Evaluation,,234,YES,,C,135,50,344
01-Oct,,55,1407,755,1,98,MAUI: Commission: Annual Evaluation,,235,NO,,C,11,1,73
01-Oct,,55,1407,755,1,99,MAUI: Commission: Preamble,,236,YES,,C,117,41,317
01-Oct,,55,1407,755,1,99,MAUI: Commission: Preamble,,237,NO,,C,41,13,109
01-Oct,,55,1407,755,1,100,MAUI: Council: Unexpired Term,,238,YES,,C,107,37,311
01-Oct,,55,1407,755,1,100,MAUI: Council: Unexpired Term,,239,NO,,C,42,15,123
02-Oct,,56,2375,1114,1,1,President and Vice President,,1,"(R) ROMNEY, Mitt / RYAN, Paul",REP,C,65,20,250
02-Oct,,56,2375,1114,1,1,President and Vice President,,2,"(G) STEIN, Jill / HONKALA, Cheri",GRE,C,1,0,10
02-Oct,,56,2375,1114,1,1,President and Vice President,,3,"(L) JOHNSON, Gary / GRAY, James P.",LIB,C,3,1,19
02-Oct,,56,2375,1114,1,1,President and Vice President,,4,"(D) OBAMA, Barack / BIDEN, Joe",DEM,C,138,25,576
02-Oct,,56,2375,1114,1,2,US Senator,,5,"(D) HIRONO, Mazie",DEM,C,128,24,528
02-Oct,,56,2375,1114,1,2,US Senator,,6,"(R) LINGLE, Linda",REP,C,77,22,314
02-Oct,,56,2375,1114,1,4,"US Representative, Dist 2",,9,"(R) CROWLEY, Kawika",REP,C,43,16,169
02-Oct,,56,2375,1114,1,4,"US Representative, Dist 2",,10,"(D) GABBARD, Tulsi",DEM,C,153,26,618
02-Oct,,56,2375,1114,1,8,"State Senator, Dist 6",,17,"(D) BAKER, Roz",DEM,C,153,30,618
02-Oct,,56,2375,1114,1,8,"State Senator, Dist 6",,18,"(R) MULVIHILL, Bart",REP,C,46,15,177
02-Oct,,56,2375,1114,1,24,"State Representative, Dist 10",,50,"(R) MARTEN, Chayne M.",REP,C,45,17,236
02-Oct,,56,2375,1114,1,24,"State Representative, Dist 10",,51,"(D) McKELVEY, Angus L.",DEM,C,154,28,568
02-Oct,,56,2375,1114,1,53,Hawaii Resident Trustee,,109,"LINDSEY, Robert K.",,C,61,20,283
02-Oct,,56,2375,1114,1,53,Hawaii Resident Trustee,,110,"MEYERS, William (Willy)",,C,22,9,157
02-Oct,,56,2375,1114,1,53,Hawaii Resident Trustee,,111,"MIRANDA, Edwin L.P.",,C,6,3,68
02-Oct,,56,2375,1114,1,54,Kauai Resident Trustee,,112,"AHUNA, Dan",,C,13,3,71
02-Oct,,56,2375,1114,1,54,Kauai Resident Trustee,,113,"ALALEM WORTHINGTON, Keola",,C,7,2,26
02-Oct,,56,2375,1114,1,54,Kauai Resident Trustee,,114,"ALBAO, Liberta Hussey",,C,2,1,15
02-Oct,,56,2375,1114,1,54,Kauai Resident Trustee,,115,"BURKE, Jackie Kahookele",,C,7,5,51
02-Oct,,56,2375,1114,1,54,Kauai Resident Trustee,,116,"KAGAWA FU, Kanani",,C,9,2,42
02-Oct,,56,2375,1114,1,54,Kauai Resident Trustee,,117,"PACHECO, Haunani",,C,6,0,59
02-Oct,,56,2375,1114,1,54,Kauai Resident Trustee,,118,"POMROY, Sharon A.",,C,12,4,40
02-Oct,,56,2375,1114,1,54,Kauai Resident Trustee,,119,"SAHUT, Ronson K.",,C,0,2,2
02-Oct,,56,2375,1114,1,54,Kauai Resident Trustee,,120,"SANTOS, D. Kaliko",,C,3,3,32
02-Oct,,56,2375,1114,1,54,Kauai Resident Trustee,,121,"SWAIN, Billy Kealamaikahiki",,C,6,3,27
02-Oct,,56,2375,1114,1,54,Kauai Resident Trustee,,122,"YADAO, Leland K. (Radar)",,C,11,0,42
02-Oct,,56,2375,1114,1,55,Molokai Resident Trustee,,123,"MACHADO, Colette (Piipii)",,C,87,24,394
02-Oct,,56,2375,1114,1,56,"""At Large"" Trustee",,124,"AKINA, Keli'i",,C,10,6,81
02-Oct,,56,2375,1114,1,56,"""At Large"" Trustee",,125,"APOLIONA, Haunani",,C,32,9,119
02-Oct,,56,2375,1114,1,56,"""At Large"" Trustee",,126,"LEE, Cal",,C,16,6,77
02-Oct,,56,2375,1114,1,56,"""At Large"" Trustee",,127,"LINCOLN, Lancelot Haili",,C,7,2,35
02-Oct,,56,2375,1114,1,56,"""At Large"" Trustee",,128,"MAKEKAU, Kealii J.",,C,9,1,53
02-Oct,,56,2375,1114,1,56,"""At Large"" Trustee",,129,"RITTE, Walter",,C,29,7,137
02-Oct,,56,2375,1114,1,57,OHA Vacancy: Maui,,130,"AMORIN, Johanna Kuulei Shin",,C,2,1,16
02-Oct,,56,2375,1114,1,57,OHA Vacancy: Maui,,131,"AU, Glenn G.",,C,4,4,14
02-Oct,,56,2375,1114,1,57,OHA Vacancy: Maui,,132,"DUEY, Rose",,C,37,10,129
02-Oct,,56,2375,1114,1,57,OHA Vacancy: Maui,,133,"GOMES, Doreen Pua",,C,9,5,64
02-Oct,,56,2375,1114,1,57,OHA Vacancy: Maui,,134,"KANE, Dain Pomaika'i",,C,28,12,125
02-Oct,,56,2375,1114,1,57,OHA Vacancy: Maui,,135,"KAPU, Ke'eaumoku",,C,26,3,147
02-Oct,,56,2375,1114,1,57,OHA Vacancy: Maui,,136,"LINDSEY, Carmen Hulu",,C,29,2,102
02-Oct,,56,2375,1114,1,69,Councilmember (East Maui),,173,"CARROLL, Robert (Bob)",,C,114,29,479
02-Oct,,56,2375,1114,1,70,Councilmember (West Maui),,174,"COCHRAN, Elle",,C,154,32,645
02-Oct,,56,2375,1114,1,71,Councilmember (Wailuku-Waihee-Waikapu),,175,"BLACKBURN, Joseph G., II",,C,60,19,276
02-Oct,,56,2375,1114,1,71,Councilmember (Wailuku-Waihee-Waikapu),,176,"VICTORINO, Michael (Mike)",,C,97,22,371
02-Oct,,56,2375,1114,1,72,Councilmember (Kahului),,177,"FUKUYAMA, Alan (Al)",,C,59,18,206
02-Oct,,56,2375,1114,1,72,Councilmember (Kahului),,178,"GUZMAN, Don S.",,C,85,22,382
02-Oct,,56,2375,1114,1,73,Councilmember (South Maui),,179,"COUCH, Don",,C,117,30,453
02-Oct,,56,2375,1114,1,73,Councilmember (South Maui),,180,"KAY, Alana",,C,29,9,162
02-Oct,,56,2375,1114,1,74,Councilmember (Makawao-Haiku-Paia),,181,"WHITE, Mike",,C,116,30,474
02-Oct,,56,2375,1114,1,75,Councilmember (Upcountry),,182,"BAISA, Gladys Coelho",,C,94,24,333
02-Oct,,56,2375,1114,1,75,Councilmember (Upcountry),,183,"POHLE, Richard H.",,C,48,10,219
02-Oct,,56,2375,1114,1,76,Councilmember (Lanai),,184,"HOKAMA, Riki",,C,113,25,446
02-Oct,,56,2375,1114,1,77,Councilmember (Molokai),,185,"CRIVELLO, Stacy Helm",,C,77,17,310
02-Oct,,56,2375,1114,1,77,Councilmember (Molokai),,186,"PETERS, Wilson (Manuwai)",,C,33,17,188
02-Oct,,56,2375,1114,1,80,CON AMEND: Relating to Dams and Reservoirs   ,,198,YES,,C,101,22,418
02-Oct,,56,2375,1114,1,80,CON AMEND: Relating to Dams and Reservoirs   ,,199,NO,,C,86,23,319
02-Oct,,56,2375,1114,1,81,CON AMEND: Relating to Retired Judges   ,,200,YES,,C,115,29,423
02-Oct,,56,2375,1114,1,81,CON AMEND: Relating to Retired Judges   ,,201,NO,,C,77,17,319
02-Oct,,56,2375,1114,1,90,MAUI: Commission: Council Terms,,218,YES,,C,78,18,254
02-Oct,,56,2375,1114,1,90,MAUI: Commission: Council Terms,,219,NO,,C,119,27,504
02-Oct,,56,2375,1114,1,91,MAUI: Commission: Ocean Rescue and Safety,,220,YES,,C,145,33,592
02-Oct,,56,2375,1114,1,91,MAUI: Commission: Ocean Rescue and Safety,,221,NO,,C,47,10,167
02-Oct,,56,2375,1114,1,92,MAUI: Commission: County Auditor,,222,YES,,C,121,35,448
02-Oct,,56,2375,1114,1,92,MAUI: Commission: County Auditor,,223,NO,,C,59,7,236
02-Oct,,56,2375,1114,1,93,MAUI: Commission: Interactive Communication,,224,YES,,C,150,37,593
02-Oct,,56,2375,1114,1,93,MAUI: Commission: Interactive Communication,,225,NO,,C,30,4,111
02-Oct,,56,2375,1114,1,94,MAUI: Commission: Charter Revision Publication,,226,YES,,C,133,38,540
02-Oct,,56,2375,1114,1,94,MAUI: Commission: Charter Revision Publication,,227,NO,,C,45,6,125
02-Oct,,56,2375,1114,1,95,MAUI: Commission: Council Residency Requirement,,228,YES,,C,181,43,629
02-Oct,,56,2375,1114,1,95,MAUI: Commission: Council Residency Requirement,,229,NO,,C,15,2,124
02-Oct,,56,2375,1114,1,96,MAUI: Commission: Mayor Residency Requirement,,230,YES,,C,190,44,663
02-Oct,,56,2375,1114,1,96,MAUI: Commission: Mayor Residency Requirement,,231,NO,,C,10,1,102
02-Oct,,56,2375,1114,1,97,MAUI: Commission: Environmental Management,,232,YES,,C,145,32,583
02-Oct,,56,2375,1114,1,97,MAUI: Commission: Environmental Management,,233,NO,,C,38,12,146
02-Oct,,56,2375,1114,1,98,MAUI: Commission: Annual Evaluation,,234,YES,,C,151,39,582
02-Oct,,56,2375,1114,1,98,MAUI: Commission: Annual Evaluation,,235,NO,,C,31,4,117
02-Oct,,56,2375,1114,1,99,MAUI: Commission: Preamble,,236,YES,,C,134,34,511
02-Oct,,56,2375,1114,1,99,MAUI: Commission: Preamble,,237,NO,,C,47,10,192
02-Oct,,56,2375,1114,1,100,MAUI: Council: Unexpired Term,,238,YES,,C,142,34,494
02-Oct,,56,2375,1114,1,100,MAUI: Council: Unexpired Term,,239,NO,,C,50,11,229
03-Oct,,57,2317,1014,1,1,President and Vice President,,1,"(R) ROMNEY, Mitt / RYAN, Paul",REP,C,23,2,163
03-Oct,,57,2317,1014,1,1,President and Vice President,,2,"(G) STEIN, Jill / HONKALA, Cheri",GRE,C,0,0,2
03-Oct,,57,2317,1014,1,1,President and Vice President,,3,"(L) JOHNSON, Gary / GRAY, James P.",LIB,C,0,0,9
03-Oct,,57,2317,1014,1,1,President and Vice President,,4,"(D) OBAMA, Barack / BIDEN, Joe",DEM,C,132,19,653
03-Oct,,57,2317,1014,1,2,US Senator,,5,"(D) HIRONO, Mazie",DEM,C,125,17,567
03-Oct,,57,2317,1014,1,2,US Senator,,6,"(R) LINGLE, Linda",REP,C,31,3,256
03-Oct,,57,2317,1014,1,4,"US Representative, Dist 2",,9,"(R) CROWLEY, Kawika",REP,C,15,1,135
03-Oct,,57,2317,1014,1,4,"US Representative, Dist 2",,10,"(D) GABBARD, Tulsi",DEM,C,138,20,657
03-Oct,,57,2317,1014,1,8,"State Senator, Dist 6",,17,"(D) BAKER, Roz",DEM,C,134,21,666
03-Oct,,57,2317,1014,1,8,"State Senator, Dist 6",,18,"(R) MULVIHILL, Bart",REP,C,15,0,123
03-Oct,,57,2317,1014,1,24,"State Representative, Dist 10",,50,"(R) MARTEN, Chayne M.",REP,C,22,7,187
03-Oct,,57,2317,1014,1,24,"State Representative, Dist 10",,51,"(D) McKELVEY, Angus L.",DEM,C,126,13,602
03-Oct,,57,2317,1014,1,53,Hawaii Resident Trustee,,109,"LINDSEY, Robert K.",,C,61,10,413
03-Oct,,57,2317,1014,1,53,Hawaii Resident Trustee,,110,"MEYERS, William (Willy)",,C,20,1,138
03-Oct,,57,2317,1014,1,53,Hawaii Resident Trustee,,111,"MIRANDA, Edwin L.P.",,C,11,1,88
03-Oct,,57,2317,1014,1,54,Kauai Resident Trustee,,112,"AHUNA, Dan",,C,21,3,101
03-Oct,,57,2317,1014,1,54,Kauai Resident Trustee,,113,"ALALEM WORTHINGTON, Keola",,C,2,0,17
03-Oct,,57,2317,1014,1,54,Kauai Resident Trustee,,114,"ALBAO, Liberta Hussey",,C,8,0,30
03-Oct,,57,2317,1014,1,54,Kauai Resident Trustee,,115,"BURKE, Jackie Kahookele",,C,7,1,38
03-Oct,,57,2317,1014,1,54,Kauai Resident Trustee,,116,"KAGAWA FU, Kanani",,C,17,0,48
03-Oct,,57,2317,1014,1,54,Kauai Resident Trustee,,117,"PACHECO, Haunani",,C,3,2,83
03-Oct,,57,2317,1014,1,54,Kauai Resident Trustee,,118,"POMROY, Sharon A.",,C,3,0,24
03-Oct,,57,2317,1014,1,54,Kauai Resident Trustee,,119,"SAHUT, Ronson K.",,C,0,0,2
03-Oct,,57,2317,1014,1,54,Kauai Resident Trustee,,120,"SANTOS, D. Kaliko",,C,5,2,52
03-Oct,,57,2317,1014,1,54,Kauai Resident Trustee,,121,"SWAIN, Billy Kealamaikahiki",,C,11,0,22
03-Oct,,57,2317,1014,1,54,Kauai Resident Trustee,,122,"YADAO, Leland K. (Radar)",,C,8,1,147
03-Oct,,57,2317,1014,1,55,Molokai Resident Trustee,,123,"MACHADO, Colette (Piipii)",,C,81,9,514
03-Oct,,57,2317,1014,1,56,"""At Large"" Trustee",,124,"AKINA, Keli'i",,C,8,4,154
03-Oct,,57,2317,1014,1,56,"""At Large"" Trustee",,125,"APOLIONA, Haunani",,C,49,1,165
03-Oct,,57,2317,1014,1,56,"""At Large"" Trustee",,126,"LEE, Cal",,C,18,1,88
03-Oct,,57,2317,1014,1,56,"""At Large"" Trustee",,127,"LINCOLN, Lancelot Haili",,C,2,0,36
03-Oct,,57,2317,1014,1,56,"""At Large"" Trustee",,128,"MAKEKAU, Kealii J.",,C,7,4,66
03-Oct,,57,2317,1014,1,56,"""At Large"" Trustee",,129,"RITTE, Walter",,C,23,3,116
03-Oct,,57,2317,1014,1,57,OHA Vacancy: Maui,,130,"AMORIN, Johanna Kuulei Shin",,C,2,3,31
03-Oct,,57,2317,1014,1,57,OHA Vacancy: Maui,,131,"AU, Glenn G.",,C,1,0,14
03-Oct,,57,2317,1014,1,57,OHA Vacancy: Maui,,132,"DUEY, Rose",,C,43,2,144
03-Oct,,57,2317,1014,1,57,OHA Vacancy: Maui,,133,"GOMES, Doreen Pua",,C,9,1,98
03-Oct,,57,2317,1014,1,57,OHA Vacancy: Maui,,134,"KANE, Dain Pomaika'i",,C,30,4,127
03-Oct,,57,2317,1014,1,57,OHA Vacancy: Maui,,135,"KAPU, Ke'eaumoku",,C,35,3,136
03-Oct,,57,2317,1014,1,57,OHA Vacancy: Maui,,136,"LINDSEY, Carmen Hulu",,C,10,2,133
03-Oct,,57,2317,1014,1,69,Councilmember (East Maui),,173,"CARROLL, Robert (Bob)",,C,106,11,592
03-Oct,,57,2317,1014,1,70,Councilmember (West Maui),,174,"COCHRAN, Elle",,C,119,18,692
03-Oct,,57,2317,1014,1,71,Councilmember (Wailuku-Waihee-Waikapu),,175,"BLACKBURN, Joseph G., II",,C,38,5,175
03-Oct,,57,2317,1014,1,71,Councilmember (Wailuku-Waihee-Waikapu),,176,"VICTORINO, Michael (Mike)",,C,99,11,542
03-Oct,,57,2317,1014,1,72,Councilmember (Kahului),,177,"FUKUYAMA, Alan (Al)",,C,62,3,216
03-Oct,,57,2317,1014,1,72,Councilmember (Kahului),,178,"GUZMAN, Don S.",,C,74,13,490
03-Oct,,57,2317,1014,1,73,Councilmember (South Maui),,179,"COUCH, Don",,C,99,15,525
03-Oct,,57,2317,1014,1,73,Councilmember (South Maui),,180,"KAY, Alana",,C,26,1,142
03-Oct,,57,2317,1014,1,74,Councilmember (Makawao-Haiku-Paia),,181,"WHITE, Mike",,C,103,10,598
03-Oct,,57,2317,1014,1,75,Councilmember (Upcountry),,182,"BAISA, Gladys Coelho",,C,96,11,484
03-Oct,,57,2317,1014,1,75,Councilmember (Upcountry),,183,"POHLE, Richard H.",,C,32,2,154
03-Oct,,57,2317,1014,1,76,Councilmember (Lanai),,184,"HOKAMA, Riki",,C,105,11,585
03-Oct,,57,2317,1014,1,77,Councilmember (Molokai),,185,"CRIVELLO, Stacy Helm",,C,62,8,355
03-Oct,,57,2317,1014,1,77,Councilmember (Molokai),,186,"PETERS, Wilson (Manuwai)",,C,55,2,258
03-Oct,,57,2317,1014,1,80,CON AMEND: Relating to Dams and Reservoirs   ,,198,YES,,C,78,13,471
03-Oct,,57,2317,1014,1,80,CON AMEND: Relating to Dams and Reservoirs   ,,199,NO,,C,52,7,247
03-Oct,,57,2317,1014,1,81,CON AMEND: Relating to Retired Judges   ,,200,YES,,C,70,16,353
03-Oct,,57,2317,1014,1,81,CON AMEND: Relating to Retired Judges   ,,201,NO,,C,61,5,359
03-Oct,,57,2317,1014,1,90,MAUI: Commission: Council Terms,,218,YES,,C,55,13,366
03-Oct,,57,2317,1014,1,90,MAUI: Commission: Council Terms,,219,NO,,C,81,7,353
03-Oct,,57,2317,1014,1,91,MAUI: Commission: Ocean Rescue and Safety,,220,YES,,C,106,17,586
03-Oct,,57,2317,1014,1,91,MAUI: Commission: Ocean Rescue and Safety,,221,NO,,C,32,4,139
03-Oct,,57,2317,1014,1,92,MAUI: Commission: County Auditor,,222,YES,,C,87,13,463
03-Oct,,57,2317,1014,1,92,MAUI: Commission: County Auditor,,223,NO,,C,44,5,219
03-Oct,,57,2317,1014,1,93,MAUI: Commission: Interactive Communication,,224,YES,,C,112,17,567
03-Oct,,57,2317,1014,1,93,MAUI: Commission: Interactive Communication,,225,NO,,C,21,1,111
03-Oct,,57,2317,1014,1,94,MAUI: Commission: Charter Revision Publication,,226,YES,,C,99,15,536
03-Oct,,57,2317,1014,1,94,MAUI: Commission: Charter Revision Publication,,227,NO,,C,29,4,129
03-Oct,,57,2317,1014,1,95,MAUI: Commission: Council Residency Requirement,,228,YES,,C,120,20,616
03-Oct,,57,2317,1014,1,95,MAUI: Commission: Council Residency Requirement,,229,NO,,C,19,0,87
03-Oct,,57,2317,1014,1,96,MAUI: Commission: Mayor Residency Requirement,,230,YES,,C,120,20,638
03-Oct,,57,2317,1014,1,96,MAUI: Commission: Mayor Residency Requirement,,231,NO,,C,21,0,84
03-Oct,,57,2317,1014,1,97,MAUI: Commission: Environmental Management,,232,YES,,C,112,15,576
03-Oct,,57,2317,1014,1,97,MAUI: Commission: Environmental Management,,233,NO,,C,24,4,115
03-Oct,,57,2317,1014,1,98,MAUI: Commission: Annual Evaluation,,234,YES,,C,111,17,566
03-Oct,,57,2317,1014,1,98,MAUI: Commission: Annual Evaluation,,235,NO,,C,22,2,121
03-Oct,,57,2317,1014,1,99,MAUI: Commission: Preamble,,236,YES,,C,108,14,534
03-Oct,,57,2317,1014,1,99,MAUI: Commission: Preamble,,237,NO,,C,26,4,156
03-Oct,,57,2317,1014,1,100,MAUI: Council: Unexpired Term,,238,YES,,C,97,12,474
03-Oct,,57,2317,1014,1,100,MAUI: Council: Unexpired Term,,239,NO,,C,36,7,225
04-Oct,,58,1791,889,1,1,President and Vice President,,1,"(R) ROMNEY, Mitt / RYAN, Paul",REP,C,53,11,153
04-Oct,,58,1791,889,1,1,President and Vice President,,2,"(G) STEIN, Jill / HONKALA, Cheri",GRE,C,1,0,5
04-Oct,,58,1791,889,1,1,President and Vice President,,3,"(L) JOHNSON, Gary / GRAY, James P.",LIB,C,0,0,4
04-Oct,,58,1791,889,1,1,President and Vice President,,4,"(D) OBAMA, Barack / BIDEN, Joe",DEM,C,172,26,460
04-Oct,,58,1791,889,1,2,US Senator,,5,"(D) HIRONO, Mazie",DEM,C,168,24,441
04-Oct,,58,1791,889,1,2,US Senator,,6,"(R) LINGLE, Linda",REP,C,57,12,176
04-Oct,,58,1791,889,1,4,"US Representative, Dist 2",,9,"(R) CROWLEY, Kawika",REP,C,34,7,83
04-Oct,,58,1791,889,1,4,"US Representative, Dist 2",,10,"(D) GABBARD, Tulsi",DEM,C,184,30,508
04-Oct,,58,1791,889,1,8,"State Senator, Dist 6",,17,"(D) BAKER, Roz",DEM,C,172,26,500
04-Oct,,58,1791,889,1,8,"State Senator, Dist 6",,18,"(R) MULVIHILL, Bart",REP,C,47,10,96
04-Oct,,58,1791,889,1,24,"State Representative, Dist 10",,50,"(R) MARTEN, Chayne M.",REP,C,43,15,151
04-Oct,,58,1791,889,1,24,"State Representative, Dist 10",,51,"(D) McKELVEY, Angus L.",DEM,C,173,20,441
04-Oct,,58,1791,889,1,53,Hawaii Resident Trustee,,109,"LINDSEY, Robert K.",,C,77,11,242
04-Oct,,58,1791,889,1,53,Hawaii Resident Trustee,,110,"MEYERS, William (Willy)",,C,29,3,110
04-Oct,,58,1791,889,1,53,Hawaii Resident Trustee,,111,"MIRANDA, Edwin L.P.",,C,15,6,63
04-Oct,,58,1791,889,1,54,Kauai Resident Trustee,,112,"AHUNA, Dan",,C,16,6,88
04-Oct,,58,1791,889,1,54,Kauai Resident Trustee,,113,"ALALEM WORTHINGTON, Keola",,C,4,0,17
04-Oct,,58,1791,889,1,54,Kauai Resident Trustee,,114,"ALBAO, Liberta Hussey",,C,10,1,15
04-Oct,,58,1791,889,1,54,Kauai Resident Trustee,,115,"BURKE, Jackie Kahookele",,C,11,0,32
04-Oct,,58,1791,889,1,54,Kauai Resident Trustee,,116,"KAGAWA FU, Kanani",,C,26,2,34
04-Oct,,58,1791,889,1,54,Kauai Resident Trustee,,117,"PACHECO, Haunani",,C,8,6,56
04-Oct,,58,1791,889,1,54,Kauai Resident Trustee,,118,"POMROY, Sharon A.",,C,9,3,19
04-Oct,,58,1791,889,1,54,Kauai Resident Trustee,,119,"SAHUT, Ronson K.",,C,0,0,3
04-Oct,,58,1791,889,1,54,Kauai Resident Trustee,,120,"SANTOS, D. Kaliko",,C,8,2,33
04-Oct,,58,1791,889,1,54,Kauai Resident Trustee,,121,"SWAIN, Billy Kealamaikahiki",,C,8,0,27
04-Oct,,58,1791,889,1,54,Kauai Resident Trustee,,122,"YADAO, Leland K. (Radar)",,C,5,1,56
04-Oct,,58,1791,889,1,55,Molokai Resident Trustee,,123,"MACHADO, Colette (Piipii)",,C,119,17,354
04-Oct,,58,1791,889,1,56,"""At Large"" Trustee",,124,"AKINA, Keli'i",,C,19,4,67
04-Oct,,58,1791,889,1,56,"""At Large"" Trustee",,125,"APOLIONA, Haunani",,C,66,8,139
04-Oct,,58,1791,889,1,56,"""At Large"" Trustee",,126,"LEE, Cal",,C,18,1,77
04-Oct,,58,1791,889,1,56,"""At Large"" Trustee",,127,"LINCOLN, Lancelot Haili",,C,4,0,16
04-Oct,,58,1791,889,1,56,"""At Large"" Trustee",,128,"MAKEKAU, Kealii J.",,C,13,2,43
04-Oct,,58,1791,889,1,56,"""At Large"" Trustee",,129,"RITTE, Walter",,C,33,9,102
04-Oct,,58,1791,889,1,57,OHA Vacancy: Maui,,130,"AMORIN, Johanna Kuulei Shin",,C,10,1,14
04-Oct,,58,1791,889,1,57,OHA Vacancy: Maui,,131,"AU, Glenn G.",,C,3,1,6
04-Oct,,58,1791,889,1,57,OHA Vacancy: Maui,,132,"DUEY, Rose",,C,49,5,89
04-Oct,,58,1791,889,1,57,OHA Vacancy: Maui,,133,"GOMES, Doreen Pua",,C,27,2,58
04-Oct,,58,1791,889,1,57,OHA Vacancy: Maui,,134,"KANE, Dain Pomaika'i",,C,28,4,96
04-Oct,,58,1791,889,1,57,OHA Vacancy: Maui,,135,"KAPU, Ke'eaumoku",,C,34,4,144
04-Oct,,58,1791,889,1,57,OHA Vacancy: Maui,,136,"LINDSEY, Carmen Hulu",,C,19,9,87
04-Oct,,58,1791,889,1,69,Councilmember (East Maui),,173,"CARROLL, Robert (Bob)",,C,148,25,433
04-Oct,,58,1791,889,1,70,Councilmember (West Maui),,174,"COCHRAN, Elle",,C,158,28,517
04-Oct,,58,1791,889,1,71,Councilmember (Wailuku-Waihee-Waikapu),,175,"BLACKBURN, Joseph G., II",,C,75,9,207
04-Oct,,58,1791,889,1,71,Councilmember (Wailuku-Waihee-Waikapu),,176,"VICTORINO, Michael (Mike)",,C,119,21,331
04-Oct,,58,1791,889,1,72,Councilmember (Kahului),,177,"FUKUYAMA, Alan (Al)",,C,87,6,177
04-Oct,,58,1791,889,1,72,Councilmember (Kahului),,178,"GUZMAN, Don S.",,C,107,22,338
04-Oct,,58,1791,889,1,73,Councilmember (South Maui),,179,"COUCH, Don",,C,125,21,368
04-Oct,,58,1791,889,1,73,Councilmember (South Maui),,180,"KAY, Alana",,C,49,6,136
04-Oct,,58,1791,889,1,74,Councilmember (Makawao-Haiku-Paia),,181,"WHITE, Mike",,C,157,24,444
04-Oct,,58,1791,889,1,75,Councilmember (Upcountry),,182,"BAISA, Gladys Coelho",,C,130,21,339
04-Oct,,58,1791,889,1,75,Councilmember (Upcountry),,183,"POHLE, Richard H.",,C,51,6,149
04-Oct,,58,1791,889,1,76,Councilmember (Lanai),,184,"HOKAMA, Riki",,C,148,22,409
04-Oct,,58,1791,889,1,77,Councilmember (Molokai),,185,"CRIVELLO, Stacy Helm",,C,94,15,265
04-Oct,,58,1791,889,1,77,Councilmember (Molokai),,186,"PETERS, Wilson (Manuwai)",,C,62,12,175
04-Oct,,58,1791,889,1,80,CON AMEND: Relating to Dams and Reservoirs   ,,198,YES,,C,91,18,304
04-Oct,,58,1791,889,1,80,CON AMEND: Relating to Dams and Reservoirs   ,,199,NO,,C,114,13,259
04-Oct,,58,1791,889,1,81,CON AMEND: Relating to Retired Judges   ,,200,YES,,C,111,13,314
04-Oct,,58,1791,889,1,81,CON AMEND: Relating to Retired Judges   ,,201,NO,,C,99,18,256
04-Oct,,58,1791,889,1,90,MAUI: Commission: Council Terms,,218,YES,,C,84,16,218
04-Oct,,58,1791,889,1,90,MAUI: Commission: Council Terms,,219,NO,,C,131,16,350
04-Oct,,58,1791,889,1,91,MAUI: Commission: Ocean Rescue and Safety,,220,YES,,C,151,19,441
04-Oct,,58,1791,889,1,91,MAUI: Commission: Ocean Rescue and Safety,,221,NO,,C,63,12,132
04-Oct,,58,1791,889,1,92,MAUI: Commission: County Auditor,,222,YES,,C,116,21,354
04-Oct,,58,1791,889,1,92,MAUI: Commission: County Auditor,,223,NO,,C,85,11,187
04-Oct,,58,1791,889,1,93,MAUI: Commission: Interactive Communication,,224,YES,,C,175,24,452
04-Oct,,58,1791,889,1,93,MAUI: Commission: Interactive Communication,,225,NO,,C,35,6,94
04-Oct,,58,1791,889,1,94,MAUI: Commission: Charter Revision Publication,,226,YES,,C,162,25,424
04-Oct,,58,1791,889,1,94,MAUI: Commission: Charter Revision Publication,,227,NO,,C,41,5,115
04-Oct,,58,1791,889,1,95,MAUI: Commission: Council Residency Requirement,,228,YES,,C,184,26,487
04-Oct,,58,1791,889,1,95,MAUI: Commission: Council Residency Requirement,,229,NO,,C,31,4,80
04-Oct,,58,1791,889,1,96,MAUI: Commission: Mayor Residency Requirement,,230,YES,,C,202,26,513
04-Oct,,58,1791,889,1,96,MAUI: Commission: Mayor Residency Requirement,,231,NO,,C,17,4,67
04-Oct,,58,1791,889,1,97,MAUI: Commission: Environmental Management,,232,YES,,C,160,22,445
04-Oct,,58,1791,889,1,97,MAUI: Commission: Environmental Management,,233,NO,,C,46,8,113
04-Oct,,58,1791,889,1,98,MAUI: Commission: Annual Evaluation,,234,YES,,C,161,25,429
04-Oct,,58,1791,889,1,98,MAUI: Commission: Annual Evaluation,,235,NO,,C,41,6,121
04-Oct,,58,1791,889,1,99,MAUI: Commission: Preamble,,236,YES,,C,162,20,432
04-Oct,,58,1791,889,1,99,MAUI: Commission: Preamble,,237,NO,,C,44,10,117
04-Oct,,58,1791,889,1,100,MAUI: Council: Unexpired Term,,238,YES,,C,144,21,382
04-Oct,,58,1791,889,1,100,MAUI: Council: Unexpired Term,,239,NO,,C,67,9,176
